	"10_6_5_11" "9_6_5_11" "purep53" "JMS8-2" "JMS8-3" "JMS8-4" "JMS8-5" "JMS9-P7c" "JMS9-P8c"
"Ranbp2" 14471 10363 23876 14893 30160 39728 29958 8253 10602
"Ccdc138" 73 67 144 116 159 147 194 58 58
"Edar" 44 12 1319 1173 18 29 592 12 26
"BB019430" 0 0 204 89 2 2 128 0 0
"Sh3rf3" 6 7 1442 960 29 30 1456 1 5
"Sept10" 165 800 493 413 1296 379 373 458 170
"Sowahc" 1336 2967 578 590 4549 2157 456 2206 1037
"P4ha1" 474 677 5893 5653 1625 1517 6230 386 322
"Pla2g12b" 0 1 2 3 0 0 1 0 0
"Oit3" 3 8 278 230 8 3 206 0 1
"Mcu" 424 506 1186 1254 1042 791 1193 244 228
"Micu1" 919 1393 2579 2182 2787 1574 2135 756 560
"Dnajb12" 1110 1392 1690 1485 3695 2276 1736 891 739
"Gm19785" 35 28 28 24 39 34 38 15 17
"Ddit4" 3390 7980 13525 10003 12466 4841 9663 2120 1275
"Anapc16" 996 1144 1880 1720 2576 1782 1442 716 645
"Ascc1" 960 1354 1021 934 2682 1513 788 808 553
"Spock2" 60 57 5347 7921 131 199 5743 43 49
"Chst3" 19 9 932 595 37 32 565 4 7
"Psap" 57711 42097 71939 66952 117958 111647 66241 23782 31963
"Cdh23" 12 6 163 152 17 21 194 5 5
"Vsir" 909 1256 2907 4126 1834 773 2182 788 534
"Gm17455" 0 1 26 40 3 0 18 0 0
"Slc29a3" 1846 1067 1411 1843 3700 4357 1157 587 1065
"Unc5b" 710 527 3105 3553 1454 1646 2505 344 384
"Gm19916" 0 0 0 0 0 0 0 0 0
"Pldi" 0 0 0 0 0 0 0 0 0
"Gm20611" 0 0 0 0 0 0 0 0 0
"Pcbd1" 75 72 427 364 178 128 331 36 60
"Sgpl1" 3552 3670 10900 12225 9358 7626 11295 2017 2058
"Tbata" 0 0 0 0 0 0 1 1 0
"Adamts14" 6 29 163 211 18 59 192 19 11
"100862379" 0 0 0 0 0 0 0 0 0
"Prf1" 5 1 2 3 4 7 4 1 7
"Pald1" 3769 1742 1682 1529 4136 4028 1139 926 1734
"Nodal" 2 0 3 5 2 0 1 1 0
"Eif4ebp2" 3325 2786 3755 3578 8424 5930 3310 1491 1490
"100503821" 55 40 23 32 71 76 41 19 27
"Lrrc20" 77 231 593 587 447 135 328 119 51
"Npffr1" 0 0 1 0 0 0 0 0 0
"Ppa1" 913 1920 4273 3764 5177 2648 3985 1161 650
"Sar1a" 5874 6405 12736 12396 17948 13874 12292 4074 3756
"Tysnd1" 456 550 1204 797 1073 683 728 257 236
"Aifm2" 417 837 2526 3068 1630 681 2339 593 284
"H2afy2" 37 354 2148 1779 599 110 1377 214 45
"Mir5108" 0 0 0 0 0 0 0 0 0
"Col13a1" 5 13 43 24 10 34 71 8 7
"Gm5424" 687 215 895 590 735 1516 620 119 224
"Fam241b" 311 506 244 201 706 369 115 241 189
"Neurog3" 2 1 2 0 0 0 0 0 1
"Tspan15" 870 355 811 775 1327 1895 546 206 542
"Tacr2" 4 5 0 0 13 4 1 1 2
"Hk1" 6533 7722 9616 7905 18618 12867 9973 4555 4205
"Hk1os" 27 49 18 10 101 42 26 29 22
"Hkdc1" 0 0 10 5 4 5 9 0 0
"Supv3l1" 682 727 1039 922 1828 1408 1094 500 425
"4930507D05Rik" 16 8 20 14 30 22 20 3 3
"Vps26a" 2621 2445 2662 2133 5420 4696 2125 1601 1699
"Srgn" 24 33 209 160 198 99 395 84 42
"Kif1bp" 605 1282 1237 1160 2306 1169 1149 745 403
"Ddx21" 7955 6698 22558 18542 22047 19316 24552 5067 4882
"100862011" 0 0 0 0 0 0 0 0 0
"Ddx50" 2059 2195 5052 3598 4800 4668 5681 1819 1633
"Stox1" 0 2 226 241 8 3 244 5 1
"Ccar1" 2919 3142 7325 4850 7936 8053 9555 2882 2528
"Snord98" 15 14 14 11 22 31 34 19 20
"Tet1" 274 100 1348 1425 297 310 1279 72 212
"Slc25a16" 642 737 649 564 1659 1132 486 555 420
"Dna2" 32 55 375 284 153 53 167 36 26
"Rufy2" 494 629 913 771 1223 960 1097 553 438
"Hnrnph3" 271 329 999 566 562 317 780 237 144
"Pbld2" 17 36 84 94 66 59 154 32 12
"Pbld1" 1 1 14 8 9 10 17 1 1
"Atoh7" 0 0 1 2 0 0 1 0 0
"Mypn" 0 5 0 3 4 4 1 1 1
"1700120B22Rik" 4 1 7 0 2 2 0 0 0
"Herc4" 1360 1767 2594 1865 4090 3082 2866 1548 1217
"Gm19337" 7 6 2 2 6 9 9 5 1
"Sirt1" 3283 1993 4183 3906 4609 5349 3316 1356 2024
"Dnajc12" 295 2774 75 71 4119 880 55 1934 491
"Ctnna3" 0 0 23 29 2 11 25 9 3
"Gm10118" 0 0 0 0 0 0 1 0 0
"Lrrtm3" 0 0 0 0 0 0 0 0 0
"Gm19386" 0 0 0 0 0 0 0 0 0
"1700023F02Rik" 0 0 0 0 0 0 0 0 0
"Reep3" 2008 1919 20231 16768 5345 4943 21512 1407 1294
"Jmjd1c" 14148 15827 80097 42426 38003 41333 121372 16359 17353
"Nrbf2" 135 227 217 155 409 207 241 139 67
"Egr2" 6158 2122 23405 33155 2291 2283 15396 869 1651
"Ado" 625 808 2307 2164 2055 1276 2187 491 362
"Gm10797" 0 0 2 5 1 2 8 0 0
"Zfp365" 9 13 3113 3132 37 55 2246 24 15
"Rtkn2" 9 18 159 101 36 7 96 5 7
"Arid5b" 3816 7499 7183 7343 10188 4265 8776 5192 2956
"100503521" 0 0 0 0 0 0 0 0 0
"4930545H06Rik" 0 0 0 0 0 0 0 0 0
"Cabcoco1" 5 3 61 30 12 10 46 2 1
"Tmem26" 2 10 15 32 5 13 34 2 5
"Rhobtb1" 45 210 282 429 286 125 291 68 29
"A930033H14Rik" 26 29 29 31 21 12 17 16 5
"Cdk1" 140 219 2600 2118 571 234 1586 115 104
"Ank3" 2815 5434 6970 7707 11682 5423 7941 3761 2160
"Ccdc6" 2644 2880 5488 4518 6181 5046 5451 1507 1468
"Mrln" 2 2 1 0 1 5 0 2 1
"Slc16a9" 31 50 50 30 41 47 48 14 3
"Fam13c" 6 9 1616 1230 29 48 1853 12 13
"Phyhipl" 0 4 34 34 6 8 34 2 1
"D630013N20Rik" 0 0 0 0 0 0 0 0 0
"Bicc1" 29 130 509 445 249 225 539 69 52
"C730027H18Rik" 0 0 0 0 0 0 0 0 0
"Tfam" 711 918 1667 1410 2153 1408 1373 575 465
"Ube2d1" 349 453 1423 1708 1320 904 1460 364 299
"Cisd1" 183 589 2588 2009 1128 388 1431 343 155
"Ipmk" 1765 1705 4320 4266 4273 4423 3902 1002 1062
"Gm6362" 0 0 0 0 0 0 0 0 0
"1700049L16Rik" 0 8 0 0 15 5 1 9 3
"Gm9923" 385 335 612 469 755 752 733 248 274
"Zwint" 2175 2657 4793 2275 4464 4461 4728 1861 1576
"A330049N07Rik" 13 26 794 557 31 46 440 27 23
"100861952" 0 0 0 0 0 0 0 0 0
"Pcdh15" 0 1 1 5 0 0 7 0 0
"Rsph14" 2 0 0 0 5 4 0 0 0
"Gnaz" 185 404 559 447 626 255 317 184 106
"Rab36" 25 128 160 128 247 76 166 125 23
"Bcr" 3774 7266 5097 4445 14610 7020 6162 3662 1902
"Specc1l" 4709 5326 6870 7242 12398 9437 7289 3145 2630
"Adora2a" 35 22 120 128 34 28 70 5 5
"Gm5779" 12 8 14 4 3 1 5 2 2
"Upb1" 5 5 379 266 22 16 256 4 3
"4933407G14Rik" 0 0 1 0 0 1 0 0 0
"Gucd1" 815 1414 730 590 2318 1043 608 920 457
"Snrpd3" 1759 3273 6478 3276 5391 2642 3144 1554 1047
"Lrrc75b" 1183 773 6145 8319 1440 1232 4122 427 755
"Ggt1" 784 4778 9426 7282 8241 2151 7858 2154 742
"Ggt5" 1284 107 477 369 467 3452 469 39 674
"Gm19688" 5 0 7 3 1 7 2 0 2
"Susd2" 37 140 121 148 259 160 158 140 51
"Cabin1" 2889 4117 4134 4219 8292 4863 3245 2409 1838
"Ddt" 437 1000 633 511 1960 911 564 542 335
"Gstt3" 2064 2710 733 699 5167 3241 610 1700 1463
"Gstt1" 633 633 1029 1072 1185 1109 1071 408 443
"Gstt4" 0 1 0 0 2 3 0 2 0
"Gstt2" 547 1152 232 151 1867 886 148 643 405
"Mif" 845 1390 3665 2655 2539 1593 2444 501 550
"Derl3" 178 33 172 91 252 433 110 22 143
"Smarcb1" 897 1571 3890 3463 3462 1623 2678 899 573
"100861975" 0 0 0 0 0 0 0 0 0
"Mmp11" 22 45 138 236 78 45 101 37 18
"Chchd10" 507 996 249 225 1790 793 115 469 281
"Gm867" 1 1 1 0 2 1 1 0 0
"Vpreb3" 3 1 0 6 5 2 1 0 1
"Gm5134" 7 1 10 3 5 1 7 2 3
"Zfp280b" 269 209 538 518 506 379 559 131 107
"Slc5a4b" 0 0 1 0 1 0 1 0 0
"Slc5a4a" 0 0 0 0 0 0 0 0 0
"Prmt2" 769 1452 1180 1137 2421 1192 842 666 441
"Mir678" 0 0 0 0 0 0 0 0 0
"S100b" 4 2 9 22 5 8 9 3 3
"Dip2a" 858 1126 3273 3176 2180 1258 2719 586 443
"Pcnt" 2882 2145 3993 3811 5307 4868 3545 1108 1650
"1700094J05Rik" 0 1 0 0 0 1 0 0 1
"2610028H24Rik" 23 8 5 1 14 51 5 8 24
"Ybey" 35 63 50 54 136 69 33 30 19
"Mcm3ap" 1327 1707 2894 3133 3686 2360 2604 989 919
"Lss" 646 832 1096 1031 1433 1067 775 536 384
"4930483K19Rik" 26 34 33 42 80 31 51 26 14
"Spatc1l" 2 2 1 2 1 3 1 2 1
"Ftcd" 0 0 6 6 0 3 7 0 0
"Col6a2" 283 790 2594 4146 543 2330 3832 208 472
"100861980" 0 0 0 0 0 0 0 0 0
"Col6a1" 286 774 3908 5421 677 2210 4949 242 488
"Pcbp3" 59 272 387 452 416 110 356 156 47
"Gm10787" 0 0 0 0 0 0 0 0 0
"Slc19a1" 187 277 1649 1346 616 290 780 221 102
"Col18a1" 376 401 45265 35465 748 1877 30797 264 332
"Gm10941" 11 6 40 23 13 14 27 1 4
"Pofut2" 1822 2198 6565 5965 5473 3914 5831 1213 1074
"Adarb1" 116 240 780 853 553 322 835 138 88
"Gm17769" 3 11 11 5 15 2 5 9 3
"Fam207a" 753 984 1948 1476 2414 1371 1735 536 382
"Itgb2" 32 13 142 94 49 61 185 10 18
"Pttg1ip" 13879 12209 17737 14013 27569 22489 19114 7879 9080
"Sumo3" 1659 2805 5011 4465 5290 2378 3182 1763 1133
"Ube2g2" 2355 2759 4111 2803 5062 3533 4220 1573 1154
"Mir1930" 4 2 1 0 0 2 3 1 0
"Gm19402" 0 0 0 0 0 1 1 0 0
"Gm9508" 0 0 0 2 0 0 0 0 0
"Gm10272" 0 0 0 0 0 1 0 0 0
"Gm10024" 0 0 1 0 0 0 3 0 0
"Gm10142" 0 0 0 0 0 0 0 0 0
"Krtap12-1" 0 0 0 0 0 0 0 0 0
"Gm10100" 0 0 1 0 0 0 0 0 0
"Gm9736" 0 0 0 0 0 0 0 0 0
"Gm3233" 0 0 0 0 0 0 0 0 0
"Gm3238" 0 0 0 0 0 0 0 0 0
"634517" 0 0 0 0 0 0 0 0 0
"Gm3250" 0 0 0 0 0 0 0 0 0
"Gm7137" 0 0 0 0 0 0 0 0 0
"Gm9639" 0 0 0 0 0 0 0 0 0
"Gm19668" 0 0 0 0 0 0 0 0 0
"Gm9507" 0 0 0 0 0 0 0 0 0
"Gm2696" 0 0 0 0 0 0 0 0 0
"Krtap10-4" 0 0 0 0 0 0 0 0 0
"Krtap10-10" 0 0 0 0 0 0 0 0 0
"Gm10318" 0 0 0 0 0 0 1 0 0
"Gm3285" 0 0 0 0 0 0 0 0 0
"Tspear" 17 26 67 83 40 14 51 11 4
"1700009J07Rik" 0 0 0 6 1 1 3 0 0
"Lrrc3" 135 60 400 464 219 199 405 29 59
"Trpm2" 2 0 13 9 4 6 27 0 1
"1810043G02Rik" 730 371 1278 1211 958 1071 872 222 384
"Pfkl" 7175 4954 9084 7489 10493 9145 6439 2147 2984
"Aire" 15 8 0 2 18 20 5 2 8
"Dnmt3l" 2 0 6 6 1 3 8 3 1
"Icosl" 70 91 735 833 267 178 862 62 42
"100503488" 0 0 0 0 0 0 0 0 0
"D10Jhu81e" 424 519 940 787 978 507 747 260 214
"Pwp2" 1264 1293 2560 2506 3094 2251 2469 752 678
"Trappc10" 2891 3534 6420 6068 8645 6584 6572 2181 1797
"Agpat3" 2289 2685 2486 2496 6562 4064 2037 1649 1294
"Rrp1" 6101 8128 11972 9559 16585 10409 10386 4993 3893
"Cstb" 5725 5391 5916 4545 13894 14385 5948 3009 3910
"Pdxk" 3879 2147 2681 2250 13552 15811 3198 1000 2051
"Gm9978" 13 10 0 0 7 12 0 2 1
"Olfr1358" 1 1 0 0 1 0 0 1 0
"Ilvbl" 919 1215 1283 1301 2332 1556 1103 743 548
"Syde1" 206 116 579 658 285 339 503 102 144
"Olfr1357" 0 0 0 0 0 0 0 0 0
"Casp14" 0 0 0 4 1 0 1 11 1
"Ccdc105" 0 0 1 0 0 0 2 0 0
"Slc1a6" 1 0 24 19 0 0 17 0 0
"Olfr1356" 0 0 0 0 0 0 0 0 0
"Olfr1355" 0 0 0 0 0 0 0 0 0
"Olfr1354" 0 0 0 0 0 0 0 0 0
"Olfr8" 0 0 0 0 0 0 0 0 0
"Olfr1353" 0 0 0 0 0 0 0 0 0
"Olfr1352" 0 0 0 0 0 0 0 0 0
"Olfr1351" 0 0 0 0 0 0 0 0 0
"Olfr57" 0 0 0 0 0 0 0 0 0
"2610008E11Rik" 499 447 737 440 618 568 608 346 388
"Vmn2r80" 0 0 0 0 0 0 0 0 0
"Vmn2r81" 0 0 0 0 0 0 0 0 0
"Vmn2r82" 0 0 0 0 0 0 0 0 0
"Vmn2r83" 15 15 7 4 31 35 8 2 5
"Plpp2" 5394 4767 2179 1733 12227 10259 1424 2293 3119
"Mier2" 887 1412 1663 1224 2449 1309 1227 824 583
"Theg" 0 0 0 0 1 0 0 0 0
"C2cd4c" 11 134 20 28 200 31 24 51 16
"Shc2" 50 390 931 1106 809 190 1128 132 38
"BB319198" 1 5 47 47 9 5 39 4 1
"Odf3l2" 0 0 0 0 0 0 0 0 0
"Madcam1" 3 2 8 1 8 4 18 1 0
"Tpgs1" 172 417 988 737 683 278 563 199 107
"Cdc34" 667 747 1819 1625 2453 1991 1528 515 454
"Gzmm" 46 44 259 466 135 103 196 16 19
"Bsg" 14170 23274 16473 14700 52698 27565 13945 12204 8292
"Hcn2" 28 15 16 13 29 18 15 10 7
"Polrmt" 567 744 1005 849 1518 843 880 411 329
"Fgf22" 1 0 3 2 2 1 6 1 0
"Rnf126" 828 1128 2750 2028 2374 1351 1514 696 437
"Fstl3" 303 188 2181 1881 444 544 2301 98 176
"Prss57" 5 0 6 7 3 7 8 2 0
"100503626" 0 0 5 4 0 0 1 2 0
"Palm" 122 87 3044 3640 207 240 2351 54 77
"Misp" 336 238 124 161 433 320 73 144 195
"E130317F20Rik" 25 37 63 65 85 51 34 25 21
"Ptbp1" 9905 8815 38374 38908 29479 24647 36242 5325 6004
"Plppr3" 887 381 2522 2258 886 1346 2489 182 408
"Prtn3" 104 13 47 55 60 113 45 5 28
"Elane" 0 1 1 0 0 0 0 0 0
"Gm19810" 3892 6130 8669 5784 10857 8010 6043 3182 3566
"Cfd" 1 3 103 10 8 8 27 1 2
"Med16" 1632 1998 3100 2445 4156 2383 2195 939 730
"100862144" 0 0 0 0 0 0 0 0 0
"R3hdm4" 1437 1749 2222 1597 3387 2263 1548 888 770
"Kiss1r" 128 114 121 124 199 154 117 46 53
"Arid3a" 340 559 1277 954 1589 923 1415 168 192
"Wdr18" 1041 1367 3157 2484 3114 2057 2413 726 630
"Grin3b" 29 70 289 228 140 121 337 30 14
"Tmem259" 4042 5819 7627 6114 10048 6026 6243 3591 2260
"Cnn2" 808 1853 17564 16194 3117 1389 14102 1129 684
"Abca7" 550 1546 498 442 2467 1019 645 759 390
"Arhgap45" 7 11 110 121 15 17 126 10 5
"Polr2e" 1809 2118 3002 1912 3747 2323 1598 1060 966
"Gpx4" 1938 1230 1357 841 1872 2331 869 594 870
"Sbno2" 29791 44924 48330 29449 89585 50530 44538 34084 23084
"Stk11" 3377 4109 6450 5472 8693 6054 5650 2357 1926
"Cbarp" 1909 2547 3385 3691 5850 5171 3512 1483 987
"Atp5d" 1882 3253 4688 2405 5038 2825 2654 1426 960
"100862154" 0 0 0 0 0 0 1 0 1
"Midn" 17024 13827 39009 39628 32602 23717 26418 7759 9266
"Cirbp" 1581 3369 2113 2375 5446 2098 1589 2237 1171
"1600002K03Rik" 119 234 318 275 449 247 212 144 92
"Efna2" 29 64 202 361 98 42 102 30 20
"Mum1" 906 1147 1970 1646 1934 1269 1274 839 604
"Ndufs7" 787 1566 1862 1467 2401 1258 1050 840 525
"Gamt" 98 97 180 134 239 206 114 48 53
"Dazap1" 1709 2803 6439 4477 5534 2897 4670 1607 1150
"Gm15122" 26 39 29 21 65 62 64 48 26
"Rps15" 17176 20751 29296 25800 42462 32535 25500 10882 11490
"Apc2" 81 50 157 238 94 80 124 20 22
"2310011J03Rik" 671 938 1162 887 1690 1016 595 470 330
"Pcsk4" 201 243 142 123 335 234 106 185 132
"Reep6" 331 1872 268 211 3391 601 168 1401 335
"Adamtsl5" 26 32 165 156 24 59 121 17 15
"Plk5" 13 89 11 10 129 33 9 57 16
"Mex3d" 1213 1255 3325 2444 2794 1897 2695 701 736
"Mbd3" 1844 2413 7029 5199 5962 3308 4240 1173 904
"Gm19876" 0 0 0 1 1 0 0 0 0
"Uqcr11" 1 1 2 0 0 0 0 0 0
"Tcf3" 1884 3212 6453 4936 6794 3164 3704 2214 1297
"Onecut3" 0 2 5 15 1 4 1 0 0
"Atp8b3" 6 5 49 74 30 19 58 3 5
"Rexo1" 3527 3085 3972 3915 6171 5610 3693 1802 1863
"Klf16" 1548 1401 6561 4955 5053 3539 4776 744 873
"Abhd17a" 1598 1734 2822 1950 3352 2379 1700 795 737
"Adat3" 54 83 118 65 179 117 105 64 34
"100862189" 6 2 2 2 4 6 2 1 1
"Scamp4" 1382 2283 2221 1639 4838 2399 1542 1264 802
"Csnk1g2" 3115 5147 10681 9391 10664 5793 8998 3129 1822
"Btbd2" 959 2176 2141 2209 3720 1181 1308 1277 607
"Mknk2" 11519 8355 21560 21516 19528 21659 18477 4573 5544
"Mob3a" 2933 2996 3931 3700 6389 4407 5050 2062 2278
"Izumo4" 138 245 173 152 468 194 179 172 87
"Ap3d1" 6762 8946 6639 6234 17099 10792 6476 5694 3934
"Dot1l" 8465 5852 8928 5811 16203 17762 13397 3019 3445
"Plekhj1" 767 959 1219 803 1521 1093 663 493 445
"Sf3a2" 1180 1488 2565 2523 3866 2467 2149 816 749
"Amh" 6 6 33 25 26 16 31 8 7
"Jsrp1" 4 4 19 24 2 5 14 1 2
"Oaz1" 905 1334 2834 2044 2200 1437 1920 571 537
"Mir1982" 0 1 0 0 0 0 0 0 0
"Lingo3" 3 3 15 17 3 2 8 0 0
"Lsm7" 19 24 71 54 52 48 71 29 15
"Sppl2b" 840 1285 1790 1551 2187 1075 957 677 469
"Tmprss9" 10 18 13 33 21 21 26 5 3
"Timm13" 948 1710 2963 1807 3332 1856 1528 830 639
"Lmnb2" 493 1024 1378 1111 1972 988 941 532 324
"Gadd45b" 6553 4258 15493 19567 7394 6082 10175 2368 3976
"Gng7" 1475 568 380 491 2309 2437 516 210 684
"Diras1" 1 10 3 6 16 6 2 0 4
"Slc39a3" 685 657 970 1104 1438 914 567 290 361
"Sgta" 2316 3431 5402 4982 7616 3846 3870 1983 1391
"Thop1" 958 1919 2932 2343 4216 1579 1715 1011 550
"Creb3l3" 2 6 14 16 10 6 13 2 4
"Map2k2" 2548 4057 5957 4455 8614 4923 4740 2141 1512
"Zbtb7a" 5220 4298 7507 6028 12256 8716 6340 2325 2153
"Pias4" 807 962 1025 670 1663 987 819 524 417
"Eef2" 195678 209884 237947 206116 424357 283591 182835 93763 87201
"Snord37" 45 28 36 16 33 31 26 12 16
"100503773" 0 0 0 0 0 0 0 0 0
"Dapk3" 1004 1367 1447 1082 1795 1193 894 546 515
"Atcayos" 5 0 1 14 0 0 1 0 0
"Nmrk2" 2 3 1 13 0 0 1 1 0
"Atcay" 1 3 8 20 0 0 6 1 0
"Zfr2" 292 539 184 210 863 307 366 427 176
"Matk" 69 48 80 59 183 137 156 21 44
"Mrpl54" 382 821 935 909 1869 1039 850 498 300
"Apba3" 1455 1403 1958 1567 2602 2015 1512 742 752
"Mir3057" 7 3 4 5 6 7 7 7 1
"Tjp3" 5947 3963 204 198 7258 6930 169 2251 2874
"Pip5k1c" 6852 4483 4458 4188 13491 12500 3802 2533 2930
"Cactin" 2007 1248 2684 2157 3116 3102 2126 731 964
"Tbxa2r" 7 5 40 54 11 20 35 1 4
"Gipc3" 5 29 3 1 34 6 2 6 2
"Hmg20b" 1079 1853 2938 2500 3382 1947 2106 1232 770
"Mfsd12" 405 823 509 383 1195 469 145 345 152
"4930404N11Rik" 252 619 375 268 891 313 119 261 146
"Fzr1" 1379 1995 2243 1491 3807 2132 1490 1057 670
"Dohh" 1060 1975 2314 1775 3395 1925 1438 1002 539
"LOC100503793" 54 68 94 85 165 112 101 53 41
"Smim24" 80 32 112 135 107 83 128 18 44
"Nfic" 3442 4711 12069 11516 8456 4178 6969 2883 1949
"Celf5" 4 18 40 43 30 13 45 6 4
"Ncln" 2864 3781 5187 3836 7532 4037 3135 1684 1194
"S1pr4" 4 6 14 19 14 22 19 6 1
"Gna15" 218 198 205 223 239 327 80 96 114
"Gna11" 1659 3176 4494 4136 6337 3076 2700 1820 1054
"Aes" 5294 9357 9678 8735 19948 9699 7346 5510 3555
"Tle2" 1323 1200 1374 1193 2144 2117 1547 858 938
"Tle6" 585 944 437 369 1643 1032 349 572 381
"BC025920" 17 40 24 36 35 29 18 26 13
"Sirt6" 340 789 752 544 1327 661 502 453 208
"Ankrd24" 1168 1321 636 577 2393 2040 947 999 738
"Gm10778" 4 8 11 4 14 6 5 2 2
"Gm8112" 1 0 0 0 1 0 0 0 0
"Zfp433" 57 55 49 25 117 119 63 47 28
"Gm3055" 1 1 0 2 1 3 5 0 0
"Gm8264" 7 4 18 5 3 4 1 1 2
"Gm8137" 0 2 8 3 1 2 2 0 0
"Zfp781" 2 14 23 12 11 18 23 18 1
"Gm8158" 3 5 1 0 2 1 1 0 0
"Gm10777" 9 12 11 2 19 18 13 9 10
"Gm8290" 12 12 22 10 17 31 27 8 12
"Zfp873" 46 87 148 98 157 110 113 51 36
"4933439G19Rik" 1 10 6 2 11 2 4 5 2
"AU041133" 93 153 56 38 247 143 56 121 83
"Zfp938" 100 267 167 97 405 214 111 215 94
"LOC100503696" 0 0 0 0 0 0 0 0 0
"Gm4924" 89 211 181 99 237 119 128 151 71
"Gm1553" 0 0 0 0 1 0 0 0 0
"100862390" 0 0 0 0 0 0 0 0 0
"1190007I07Rik" 36 60 129 102 90 53 60 43 25
"Tdg" 111 131 178 71 120 110 129 35 40
"Glt8d2" 40 47 89 129 155 65 140 26 27
"Hcfc2" 521 675 896 730 1279 1431 1036 416 369
"Nfyb" 795 1434 4979 4505 2451 1586 5410 1143 603
"1700028I16Rik" 3 0 2 9 2 13 0 3 2
"Txnrd1" 12459 12503 47655 42557 31816 26052 45976 8700 6305
"Eid3" 420 113 430 467 222 686 470 130 156
"Chst11" 47 54 9509 7828 143 286 7398 44 48
"Slc41a2" 1491 629 1109 938 2839 4124 1773 312 930
"D10Wsu102e" 4045 2014 5054 4259 7507 6838 5210 1191 2535
"Aldh1l2" 179 55 1397 1085 239 538 1461 23 113
"Washc4" 1768 1497 2915 1773 3117 3530 3438 1304 1303
"Appl2" 7037 6169 2742 2489 13626 13841 3574 5382 6053
"1500009L16Rik" 1 0 477 444 3 6 382 2 0
"Nuak1" 455 1405 1827 2499 1576 747 1400 388 178
"Ckap4" 722 880 4756 4238 2326 2001 4935 508 481
"Platr7" 0 0 0 2 0 0 1 0 0
"Tcp11l2" 1876 2126 3783 4569 5681 4340 4004 1455 1385
"Gm17249" 17 18 25 11 42 39 17 18 10
"Polr3b" 1162 1216 2343 2169 3029 1963 1800 740 693
"Rfx4" 0 0 1 2 1 0 0 0 0
"Gm6613" 8 2 4 1 0 2 0 1 0
"Ric8b" 903 762 1597 1732 2279 2045 1705 555 598
"Fhl4" 5 1 24 10 1 5 17 1 1
"Tmem263" 608 356 3503 2212 1188 1495 3314 259 427
"Mterf2" 34 39 119 82 94 104 126 35 31
"Cry1" 2830 1320 1665 1164 4939 5918 2194 666 1641
"Btbd11" 1306 327 3925 3615 1321 2426 3579 143 598
"Gm6713" 0 0 0 0 0 0 0 0 0
"Gm6721" 0 0 0 0 0 0 0 0 0
"100503271" 0 1 3 0 1 0 1 0 0
"Pwp1" 1338 1159 3014 2352 3064 2275 2675 749 686
"Prdm4" 2208 2402 3137 2710 6404 4777 3067 1573 1496
"Ascl4" 0 4 0 0 2 1 0 2 1
"Rtcb" 5292 6640 9046 7598 13572 8983 7194 3691 2972
"Bpifc" 20 29 193 39 47 49 258 37 27
"Fbxo7" 722 800 1160 936 1543 990 918 537 467
"Syn3" 370 138 142 135 479 645 154 101 164
"4930486F22Rik" 1 0 0 0 0 1 0 0 1
"Timp3" 1228 1147 27374 34310 2861 3002 35940 1407 1176
"100503291" 1 0 0 0 0 0 0 1 0
"Gm6729" 0 0 1 0 0 0 1 0 0
"Gm5174" 0 0 0 0 0 0 0 0 0
"1810014B01Rik" 37 41 95 140 71 37 64 22 24
"Hsp90b1" 22568 26747 81925 52347 61986 51589 67609 19785 22312
"Ttc41" 94 170 128 90 293 235 191 152 100
"Nt5dc3" 3352 1799 12379 10206 6245 7666 13277 1054 2080
"Stab2" 9 5 47 38 13 21 35 2 13
"Tex18" 0 0 2 0 0 0 0 0 0
"1700113H08Rik" 0 0 0 0 0 0 0 0 0
"Gm10764" 0 0 0 0 0 0 0 0 0
"Ascl1" 0 0 5 15 0 1 3 0 0
"Pah" 0 0 0 0 0 0 0 0 0
"Igf1" 50 116 118 95 255 306 235 60 71
"Igf1it" 0 0 0 0 0 0 0 0 0
"Tyms-ps" 76 99 667 491 208 131 397 47 40
"Pmch" 0 0 3 2 0 1 3 0 1
"Parpbp" 56 78 531 363 115 69 332 53 34
"Gm6653" 0 0 7 4 2 0 4 1 0
"Nup37" 184 388 707 627 641 295 470 230 138
"Washc3" 549 862 1330 1281 1672 868 979 530 386
"Dram1" 53 34 723 732 73 244 842 17 31
"Gnptab" 1145 1092 3661 3127 2569 2041 4080 751 781
"Sycp3" 64 31 75 43 103 245 75 43 53
"Chpt1" 2282 1279 1516 1093 3469 5037 1388 737 1575
"Mybpc1" 1 0 11 7 3 4 16 8 2
"Spic" 0 0 0 3 1 0 3 1 0
"Gm4925" 6 8 22 17 33 12 20 12 9
"Arl1" 1348 1464 3735 2633 2793 2149 2780 860 775
"Utp20" 2758 2493 5667 5859 6075 5353 4856 1455 1724
"Slc5a8" 2168 1484 283 371 5129 3317 330 728 1358
"Ano4" 75 43 276 435 71 77 437 15 36
"Gas2l3" 1691 1485 1406 945 1635 2331 1178 370 537
"Nr1h4" 0 2 4 3 0 2 9 0 0
"Slc17a8" 22 6 14 19 38 52 17 6 24
"Scyl2" 4139 3202 4139 2739 8598 8476 5201 2441 2780
"Actr6" 89 217 293 237 359 134 237 172 83
"Uhrf1bp1l" 3122 3275 4742 3520 7482 6655 5609 2141 2209
"Anks1b" 5 4 141 68 14 63 57 1 20
